ALAGOAS;CORURIPE;ALTO DA SAUDADE;RODOVIA ENGENHEIRO GUTTEMBERG BREDA NETO, 2031;06.212.140/0002-90;J R L ARAUJO FILHO & CIA LTDA.;POSTO REVENDEDOR;05/02/2018;498800;" -  Produto conforme as especificações da ANP
 -  Autuado por equipamento ausente ou em desacordo com a legislação
 -  Notificado para apresentação de documentos
 -  Produto coletado para análise em laboratório
 -  Aplicada Medida Reparadora de Conduta"
ALAGOAS;DELMIRO GOUVEIA;BOM SOSSEGO;RODOVIA MANOEL RIBEIRO, 475;04.890.249/0002-51;GILVAN MARTINS DE SOUZA;POSTO REVENDEDOR;06/02/2018;525512; -  Desinterditado
ALAGOAS;IGACI;ZONA RURAL;RODOVIA AL 115, KM 26, S/N;05.019.078/0001-71;AUTO POSTO JP LTDA;POSTO REVENDEDOR;19/02/2018;528680; -  Verificado o cumprimento do objeto da notificação
ALAGOAS;JAPARATINGA;ZONA RURAL;RODOVIA AL 101, KM 114,2, S/N;02.418.116/0001-70;POSTO JAPARATINGA LTDA;POSTO REVENDEDOR;04/02/2018;486383;" -  Produto conforme as especificações da ANP
 -  Autuado por equipamento ausente ou em desacordo com a legislação
 -  Notificado para apresentação de documentos
 -  Produto coletado para análise em laboratório
 -  Aplicada Medida Reparadora de Conduta"
ALAGOAS;JEQUIA DA PRAIA;ZONA RURAL;RODOVIA AL 101  SUL, KM 61, S/N;03.538.830/0001-65;LUCIANO GOMES AMARAL COMBUSTÍVEIS;POSTO REVENDEDOR;05/02/2018;498799;" -  Autuado por comercializar com vicio de quantidade
 -  Notificado para apresentação de documentos
 -  Interditado"
ALAGOAS;JEQUIA DA PRAIA;ZONA RURAL;RODOVIA AL 101  SUL, KM 61, S/N;03.538.830/0001-65;LUCIANO GOMES AMARAL COMBUSTÍVEIS;POSTO REVENDEDOR;08/02/2018;525524; -  Desinterditado
ALAGOAS;MACEIO;PONTA VERDE;RUA GASPAR FERRARI, 225;04.663.833/0001-93;A.F. GUIMARAES JUNIOR;POSTO REVENDEDOR;07/02/2018;486396; -  Aplicada Medida Reparadora de Conduta
ALAGOAS;MACEIO;VERGEL DO LAGO;TRAVESSA MONTE CASTELO, 85;02.485.626/0001-60;ARAUJO COMERCIO DE COMB - EIRELI;POSTO REVENDEDOR;03/02/2018;486381;" -  Produto conforme as especificações da ANP
 -  Notificado para apresentação de documentos
 -  Produto coletado para análise em laboratório
 -  Aplicada Medida Reparadora de Conduta"
ALAGOAS;MACEIO;PONTA VERDE;RUA DEP. JOSE LAGES, 0, 1245;12.315.636/0001-01;AUTO POSTO AVENIDA LTDA;POSTO REVENDEDOR;15/02/2018;525475; -  Verificado o cumprimento do objeto da notificação
ALAGOAS;MACEIO;PAJUÇARA;RUA JANGADEIROS ALAGOANOS, 0, 460;19.053.801/0001-43;AUTO POSTO JANGADEIROS LTDA;POSTO REVENDEDOR;03/02/2018;486378;" -  Autuado por equipamento ausente ou em desacordo com a legislação
 -  Aplicada Medida Reparadora de Conduta"
ALAGOAS;MACEIO;RIACHO DOCE;RODOVIA AL 101 NORTE, KM 14, 10709;03.855.924/0001-68;AUTO POSTO SEREIA LTDA;POSTO REVENDEDOR;06/02/2018;486394; -  Aplicada Medida Reparadora de Conduta
ALAGOAS;MACEIO;TRAPICHE DA BARRA;AVENIDA SIQUEIRA CAMPOS, 1801;09.077.197/0001-31;AUTO POSTO TRAPICHAO LTDA;POSTO REVENDEDOR;03/02/2018;486380;" -  Autuado por equipamento ausente ou em desacordo com a legislação
 -  Aplicada Medida Reparadora de Conduta"
ALAGOAS;MACEIO;JACARECICA;AVENIDA GENERAL LUIZ DE FRANCA ALBUQUERQUE, 2603;05.900.895/0001-34;AUTO POSTO VIA NORTE LTDA;POSTO REVENDEDOR;04/02/2018;498798; -  Aplicada Medida Reparadora de Conduta
ALAGOAS;MACEIO;JATIUCA;AVENIDA ALVARO OTACILIO, Q.2 LOTES 10,11,12, 4187;02.488.031/0001-69;C D G & CIA LTDA;POSTO REVENDEDOR;07/02/2018;486395;" -  Autuado por comercializar com vicio de quantidade
 -  Notificado para apresentação de documentos
 -  Aplicada Medida Reparadora de Conduta
 -  Interditado"
ALAGOAS;MACEIO;JATIUCA;AVENIDA ALVARO OTACILIO, Q.2 LOTES 10,11,12, 4187;02.488.031/0001-69;C D G & CIA LTDA;POSTO REVENDEDOR;08/02/2018;525520; -  Desinterditado
ALAGOAS;MACEIO;TABOLEIRO DOS MARTINS;AVENIDA DR FERNANDO DO COUTO MALTA, 21;00.404.850/0003-17;MARTA CRISTINA SOBRAL;POSTO REVENDEDOR;03/02/2018;486379;" -  Produto conforme as especificações da ANP
 -  Notificado para apresentação de documentos
 -  Produto coletado para análise em laboratório"
ALAGOAS;MACEIO;SERRARIA;AVENIDA MENINO MARCELO, VIA EXPRESSA, SN;01.774.803/0001-66;PINTO E SARMENTO LTDA;POSTO REVENDEDOR;04/02/2018;498797; -  Ação de fiscalização sem registro de ocorrência
ALAGOAS;MACEIO;CRUZ DAS ALMAS;RODOVIA AL 101 - NORTE, KM 3,5, S/N;02.122.405/0001-28;POSTO AGMA COMERCIO REPRESENTACOES LTDA;POSTO REVENDEDOR;05/02/2018;486389; -  Aplicada Medida Reparadora de Conduta
ALAGOAS;MACEIO;POÇO;RUA LAFAYETE PACHECO, 41;05.984.809/0001-19;POSTO NOSSA SENHORA DE NAZARE LTDA;POSTO REVENDEDOR;27/02/2018;529296;" -  Verificado o cumprimento do objeto da notificação
 -  Autuado por não cumprir notificação
 -  Autuado por não apresentar documento de outorga"
ALAGOAS;MARAGOGI;ZONA RURAL;RODOVIA AL 101 NORTE, KM 128, S/N;12.630.679/0001-81;MARAGOGI COMBUSTIVEL LTDA;POSTO REVENDEDOR;04/02/2018;486384;" -  Notificado para apresentação de documentos
 -  Aplicada Medida Reparadora de Conduta"
ALAGOAS;MARECHAL DEODORO;FRANCES;AREA COMERCIAL A - RODOVIA AL 101 SUL, ENTRE A QUADRA 02, S/N;04.425.109/0001-21;PETRONORT COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA;POSTO REVENDEDOR;04/02/2018;498796; -  Ação de fiscalização sem registro de ocorrência
ALAGOAS;MATRIZ DE CAMARAGIBE;CENTRO;RODOVIA AL 101 NORTE, KM 69, S/N;14.638.806/0001-14;AUTO POSTO BOM JESUS LTDA;POSTO REVENDEDOR;05/02/2018;486386;" -  Notificado para apresentação de documentos
 -  Aplicada Medida Reparadora de Conduta"
ALAGOAS;MATRIZ DE CAMARAGIBE;CENTRO;RODOVIA AL 101 NORTE, KM 73, S/N;05.988.846/0001-03;AUTO POSTO VASCONCELOS LTDA;POSTO REVENDEDOR;05/02/2018;486385;" -  Produto conforme as especificações da ANP
 -  Autuado por equipamento ausente ou em desacordo com a legislação
 -  Notificado para apresentação de documentos
 -  Produto coletado para análise em laboratório
 -  Aplicada Medida Reparadora de Conduta"
ALAGOAS;PAO DE ACUCAR;CENTRO;RUA CONEGO JASSON SOUTO, 0, S/N;12.405.197/0001-28;JOSE GENTIL SANTOS;POSTO REVENDEDOR;15/02/2018;525477; -  Verificado o cumprimento do objeto da notificação
ALAGOAS;PARIPUEIRA;SANTO AMARO;RODOVIA AL 101 NORTE, KM 27,5, S/N;12.275.228/0001-73;TENOARA COMÉRCIO LTDA - EPP;POSTO REVENDEDOR;06/02/2018;486393;" -  Autuado por equipamento ausente ou em desacordo com a legislação
 -  Notificado para apresentação de documentos
 -  Aplicada Medida Reparadora de Conduta"
ALAGOAS;PENEDO;DOM CONSTANTINO;RODOVIA ENG. JOAQUIM GONÇALVES, 1673;12.396.339/0003-08;DISTRIBUIDORA DE VEÍCULOS CONFIANÇA LTDA;POSTO REVENDEDOR;27/02/2018;525622; -  Verificado o cumprimento do objeto da notificação
ALAGOAS;PENEDO;CENTRO;AVENIDA DUQUE DE CAXIAS, 132;10.800.554/0001-27;M. A. C. SANTOS MARINHO;POSTO REVENDEDOR;28/02/2018;525624;" -  Verificado o cumprimento do objeto da notificação
 -  Autuado por não cumprir notificação"
ALAGOAS;PENEDO;SENHOR DO BONFIM;ROD MARIO FREIRE LEAH, 337;13.743.932/0001-76;SCS COMBUSTIVEIS LTDA - EPP;POSTO REVENDEDOR;28/02/2018;525623; -  Verificado o cumprimento do objeto da notificação
ALAGOAS;RIO LARGO;TABULEIRO DO PINTO;LOTEAMENTO PALMARES, S/N;09.178.530/0001-07;SAN LORENZZO COMERCIO E DISTRIBUICAO DE COMB. LTDA;POSTO REVENDEDOR;20/02/2018;498827;" -  Verificado o cumprimento do objeto da notificação
 -  Autuado por Amostra Prova de Óleo Diesel S 10 Reprovada - aspecto
 -  Autuado por Amostra Prova de Óleo Diesel S 10 Reprovada - ponto de fulgor mínimo
 -  Autuado por Amostra Prova de Óleo Diesel S 10 Reprovada - água
 -  Autuado por não cumprir notificação
 -  Autuado por não apresentar documento de outorga"
ALAGOAS;SAO LUIS DO QUITUNDE;ZONA URBANA;RODOVIA AL 101 NORTE, KM    53, 283;10.527.589/0001-34;CALHEIROS E PINHEIRO LTDA;POSTO REVENDEDOR;05/02/2018;486387; -  Aplicada Medida Reparadora de Conduta
ALAGOAS;SAO LUIS DO QUITUNDE;CENTRO;RODOVIA AL 101 NORTE KM 75, POVOADO PINDOBA, 215;11.446.488/0001-00;R M RODRIGUES DOS SANTOS;POSTO REVENDEDOR;05/02/2018;486388;" -  Autuado por equipamento ausente ou em desacordo com a legislação
 -  Notificado para apresentação de documentos
 -  Autuado por adquirir ou destinar produto de/para fonte diversa da autorizada
 -  Aplicada Medida Reparadora de Conduta"
ALAGOAS;SAO MIGUEL DOS CAMPOS;ZONA RURAL;AVENIDA JOAO SORIANO BONFIN BR 101, KM 137, S/N;11.908.167/0001-71;DIESEL DISTRIBUIDORA E SERVIÇOS LTDA;POSTO REVENDEDOR;19/02/2018;498821; -  Verificado o cumprimento do objeto da notificação
ALAGOAS;SAO MIGUEL DOS MILAGRES;PORTO DA RUA;RODOVIA AL 435 NORTE, KM 108, S/N;10.495.659/0001-10;DO TOQUE AUTO POSTO LTDA.;POSTO REVENDEDOR;04/02/2018;486382;" -  Autuado por comercializar com vicio de quantidade
 -  Autuado por equipamento ausente ou em desacordo com a legislação
 -  Notificado para apresentação de documentos
 -  Aplicada Medida Reparadora de Conduta
 -  Interditado"
ALAGOAS;SAO MIGUEL DOS MILAGRES;PORTO DA RUA;RODOVIA AL 435 NORTE, KM 108, S/N;10.495.659/0001-10;DO TOQUE AUTO POSTO LTDA.;POSTO REVENDEDOR;07/02/2018;486397; -  Ação de fiscalização sem registro de ocorrência
ALAGOAS;SAO MIGUEL DOS MILAGRES;PORTO DA RUA;RODOVIA AL 435 NORTE, KM 108, S/N;10.495.659/0001-10;DO TOQUE AUTO POSTO LTDA.;POSTO REVENDEDOR;08/02/2018;525525; -  Ação de fiscalização sem registro de ocorrência
ALAGOAS;SAO MIGUEL DOS MILAGRES;POVOADO TOQUE;RUA FELISBERTO DE ATAIDE, S/N;03.223.071/0001-41;JADSON LESSA DOS SANTOS - ME;POSTO REVENDEDOR;06/02/2018;486390;" -  Autuado por comercializar com vicio de quantidade
 -  Notificado para apresentação de documentos
 -  Aplicada Medida Reparadora de Conduta
 -  Interditado"
ALAGOAS;SAO MIGUEL DOS MILAGRES;POVOADO TOQUE;RUA FELISBERTO DE ATAIDE, S/N;03.223.071/0001-41;JADSON LESSA DOS SANTOS - ME;POSTO REVENDEDOR;08/02/2018;525523; -  Desinterditado
AMAZONAS;AUTAZES;OLINDA;RUA ANGELO PORTUGAL, 764;06.194.226/0001-57;A.C.C. BRELAZ & CIA LTDA. - ME;POSTO REVENDEDOR;27/02/2018;527608; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;AUTAZES;OLINDA;RUA JEFFERSON BRAGA, 852;13.466.361/0002-50;F. F. DA SILVA DISTRIBUIDORA - ME.;POSTO REVENDEDOR;27/02/2018;523757; -  Notificado para apresentação de documentos
AMAZONAS;AUTAZES;SANTA LUZIA;RUA FRANCISCO BARRONCAS, S/N;15.789.241/0002-10;IRMÃOS BRELAZ LTDA ME;POSTO REVENDEDOR;27/02/2018;523755; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;AUTAZES;CENTRO;MARGEM DIREITA DO RIO AUTAZES, S/N;15.789.241/0003-09;IRMÃOS BRELAZ LTDA ME;POSTO REVENDEDOR;27/02/2018;523756; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;AUTAZES;ENGENHO;RUA HORTENCIO SENA, 260;06.167.094/0001-74;PAULO MATOS DA SILVA;POSTO REVENDEDOR;27/02/2018;527606; -  Notificado para apresentação de documentos
AMAZONAS;AUTAZES;MUTIRÃO;ESTRADA AZ 1, ESQ. C 21/ ABRIL, 302;07.445.491/0001-23;SAVINO COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA - ME;POSTO REVENDEDOR;27/02/2018;527609; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;AUTAZES;CENTRO;RUA ENGENHO, 250;14.828.936/0001-10;SAVINO E BRELAZ LTDA.;POSTO REVENDEDOR;27/02/2018;527607; -  Notificado para apresentação de documentos
AMAZONAS;IRANDUBA;ZONA URBANA;RODOVIA CARLOS BRAGA, KM 4,5, 200;21.278.425/0001-37;A E COMERCIO DE DERIVADOS DE PETROLEO LTDA;POSTO REVENDEDOR;03/02/2018;527541; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;IRANDUBA;CENTRO;ESTRADA DO IRANDUBA - KM 01, RAMAL DO AREAL, S/N;10.264.755/0002-38;VK COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA - EPP;POSTO REVENDEDOR;03/02/2018;523741; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;IRANDUBA;CENTRO;AVENIDA AMAZONAS, LOTE 196 Q- 18, S/N;04.273.504/0001-36;A.C. FARIAS E CIA LTDA;POSTO REVENDEDOR;03/02/2018;527539; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;IRANDUBA;CENTRO;RODOVIA MANOEL URBANO, KM 11 GLEBA CACAU PIRERA, S/N;10.988.014/0009-76;AMAZON COMBUSTIVEIS PARA VEICULOS E CONSTRUÇÕES LTDA;POSTO REVENDEDOR;21/02/2018;527577; -  Verificado o cumprimento do objeto da notificação
AMAZONAS;IRANDUBA;VILA DO ARIAU;ESTRADA AM 0,70 KM 36, PIC BELA VISTA, S/N;10.825.589/0001-10;CM GERONIMO ME;PONTO DE REVENDA DE GLP,POSTO REVENDEDOR;04/02/2018;527561; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;IRANDUBA;CENTRO;MARGEM MARGEM ESQUERDA DO RIO SOLIMOES, SETOR ORLA DE IRANDUBA, S/N;00.255.445/0001-12;J C M REVENDEDORA DE DERIVADOS DE PETROLEO LTDA;POSTO FLUTUANTE;03/02/2018;523746; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;IRANDUBA;MORADA DO SOL;RUA JOSÉ MARIA MUNIZ DE CASTRO, 03;04.871.095/0001-70;JOSLEÃO DE ALENCAR LEÃO - ME;PONTO DE REVENDA DE GLP;23/02/2018;523754; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;IRANDUBA;ZONA RURAL;ESTRADA ESTRADA DA VARZEA, S/N;19.872.020/0001-80;MAURICIO ALVES DE SOUZA - ME;POSTO FLUTUANTE;03/02/2018;523739; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;IRANDUBA;NOVO AMANHECER;AVENIDA RIO AMAZONAS, PARTE I, 03;84.110.394/0017-98;MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA;POSTO REVENDEDOR;03/02/2018;527540; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;IRANDUBA;SAO FRANCISCO;AVENIDA AMAZONAS, S/N;03.056.756/0002-21;VENEZA AUTO POSTO LTDA;PONTO DE REVENDA DE GLP,POSTO REVENDEDOR;03/02/2018;523738; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;ITACOATIARA;IRACY;RUA BORBA, 1667;06.992.904/0001-27;FERNANDO AZEVEDO FILHO;POSTO REVENDEDOR;21/02/2018;527579; -  Verificado o cumprimento do objeto da notificação
AMAZONAS;ITACOATIARA;SANTO ANTONIO;AVENIDA MARIO ANDRAEAZZA, 3805;84.110.394/0002-01;MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA.;POSTO REVENDEDOR;21/02/2018;527586; -  Verificado o cumprimento do objeto da notificação
AMAZONAS;ITACOATIARA;ZONA RURAL;RODOVIA AM 010, KM    182                       VILA DE LINDOIA, 211;11.978.562/0001-20;ODILON MARREIROS LUCIO NETO - ME;POSTO REVENDEDOR;22/02/2018;527596; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;SAO JOSE;BOULEVARD PEDRO RATTES, 1558;23.075.910/0002-10;2 UNIDOS COMERCIO E TRANSPORTE DE DERIVADOS DE PETROLEO LTDA;POSTO REVENDEDOR;04/02/2018;527571; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;TERRA PRETA;BC MONTEIRO, MARGEM ESQUERDA DO RIO SOLIMOES, S/N;23.075.910/0001-39;2 UNIDOS COMERCIO E TRANSPORTE DE DERIVADOS DE PETROLEO LTDA;POSTO FLUTUANTE;09/02/2018;527550; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;TERRA PRETA;ESTRADA MANOEL URBANO, KM 87, 1520;34.475.061/0005-50;AUTO POSTO MARCIA LTDA;POSTO REVENDEDOR;07/02/2018;527551; -  Estabelecimento fechado
AMAZONAS;MANACAPURU;ZONA RURAL;ROD. MANOEL URBANO, KM 47, S/N;16.842.271/0001-24;CARLOS EDUARDO DO AMARAL PINHEIRO - EPP;POSTO REVENDEDOR;04/02/2018;527562; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;MORADA DO SOL;EST MANOEL URBANO, 3990;17.119.240/0001-02;E. P. O. COMERCIO DE DERIVADOS DE PETROLEO LTDA;PONTO DE REVENDA DE GLP,POSTO REVENDEDOR;04/02/2018;527563; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;CENTRO;AVENIDA RIBEIRO JUNIOR, 753;63.670.657/0001-86;FF COMÉRCIO VAREJISTA DE DERIVADOS DE PETRÓLEO LTDA ME;POSTO REVENDEDOR;04/02/2018;527544; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;SÃO JOSE;RODOVIA MANOEL URBANO AM 70 KM 80, S/N;05.440.733/0006-75;IBK COMERCIO E SERVIÇOS LTDA;POSTO REVENDEDOR;04/02/2018;527564; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;RUA C;RUA CASTRO ALVES, 1062;09.629.245/0002-38;OG COMBUSTÍVEIS E NAVEGAÇÃO LTDA;POSTO REVENDEDOR;04/02/2018;527574; -  Agente econômico sucedido
AMAZONAS;MANACAPURU;LIBERDADE;RUA MANOEL BARROSO, 3280;22.673.623/0001-68;OMEGA COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA;POSTO REVENDEDOR;04/02/2018;527565; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;CENTRO;AVENIDA BOULEVARD PEDRO RATES DE OLIVEIRA, 460;04.455.630/0001-01;PALMEIRA & CIA LTDA - EPP;PONTO DE REVENDA DE GLP,POSTO REVENDEDOR;08/02/2018;527556; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;SAO JOSE;AVENIDA BOULEVARD PEDRO RATES DE OLIVEIRA, 1176;04.455.630/0003-73;PALMEIRA E CIA LTDA EPP;PONTO DE REVENDA DE GLP,POSTO REVENDEDOR;04/02/2018;527542; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;ZONA RURAL;EST. NOVO AIRAO, KM 27, S/N;04.048.010/0001-58;PEDRO ALVES BATISTA EIRELI-ME;PONTO DE REVENDA DE GLP,POSTO REVENDEDOR;07/02/2018;527549; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;SÃO JOSÉ;RUA CORONEL JUVENCIO SORIANO, 300 M², 1362;07.250.457/0001-01;petro-rio com. de deriv. de petroleo e navegação ltda;POSTO REVENDEDOR;04/02/2018;527573; -  Estabelecimento fechado
AMAZONAS;MANACAPURU;CENTRO;AVENIDA EDUARDO RIBEIRO, LETRA A, 74;04.957.045/0002-90;SILVANETE MARQUES BRASIL;POSTO REVENDEDOR;04/02/2018;527575; -  Estabelecimento fechado
AMAZONAS;MANACAPURU;CENTRO;AVENIDA EDUARDO RIBEIRO, LETRA A, 74;04.957.045/0002-90;SILVANETE MARQUES BRASIL;POSTO REVENDEDOR;09/02/2018;527557; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;CENTRO;AV EDUARDO RIBEIRO, 1220;19.932.258/0001-54;V G O COMERCIO DE PETROLEO LTDA;POSTO FLUTUANTE;04/02/2018;527572; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANACAPURU;SAO JOSE;ESTRADA MANOEL URBANO, 1734;03.056.756/0003-02;VENEZA AUTO POSTO;POSTO REVENDEDOR;04/02/2018;527543; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANAUS;DA PAZ;AVENIDA TORQUATO TAPAJOS, 5580;10.292.914/0001-27;AUTO POSTO SANTOS DUMONT LTDA ME;POSTO REVENDEDOR;05/02/2018;527545; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANAUS;TARUMA;AVENIDA   TORQUATO TAPAJOS, 7841;10.988.014/0013-52;AMAZON COMBUSTÍVEIS PARA VEÍCULOS E CONSTRUÇÕES LTDA.;POSTO REVENDEDOR;02/02/2018;527535; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANAUS;EDUCANDOS;MARGEM ESQUERDA DO RIO NEGRO, EM FRENTE AMARELINHO, S/N;08.258.670/0001-14;2A COMERCIO E TRANSPORTE POR NAVEGACAO DE COMBUSTIVEIS LTDA;POSTO FLUTUANTE;23/02/2018;527604; -  Verificado o cumprimento do objeto da notificação
AMAZONAS;MANAUS;TARUMA;"AVENIDA DO TURISMO, LOTE: PARQUE DO LAGO;, 5015";01.681.155/0001-01;3N COMERCIO E SERVICOS DE CONSTRUCOES LTDA - ME;POSTO REVENDEDOR;02/02/2018;523749; -  Estabelecimento fechado
AMAZONAS;MANAUS;PARQUE 10;AVENIDA GRANDE OTELO, CJ. CASTELO BRANCO, 1902;10.988.014/0001-19;AMAZON COMB. PARA VEIC. E CONSTRUÇÕES LTDA;PONTO DE REVENDA DE GLP,POSTO REVENDEDOR;05/02/2018;527547; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANAUS;TARUMÃ;AVENIDA DO TURISMO, 116;10.988.014/0008-95;AMAZON COMBUSTÍVEIS PARA VEÍCULOS E CONSTRUÇÕES LTDA.;POSTO REVENDEDOR;05/02/2018;523748; -  Ação de fiscalização sem registro de ocorrência
AMAZONAS;MANAUS;PONTA NEGRA;AVENIDA  DO TURISMO, 109;10.988.014/0014-33;AMAZON COMBUSTÍVEIS PARA VEÍCULOS E CONSTRUÇÕES LTDA.;POSTO REVENDEDOR;06/02/2018;520373;" -  Autuado por comercializar com vicio de quantidade
 -  Notificado para apresentação de documentos
 -  Interditado"
